Simulation Time(s),Actual Time(in 24hr),Section ID,Flow (veh/hr)
25200.00,7:00,48820,56.00
25200.00,7:00,48830,26.00
25200.00,7:00,48834,15.00
25200.00,7:00,48836,0.00
25200.00,7:00,48839,0.00
25200.00,7:00,48840,38.00
25200.00,7:00,48859,22.00
25200.00,7:00,48860,17.00
25200.00,7:00,48861,36.00
25200.00,7:00,48864,21.00
25200.00,7:00,48876,133.00
25200.00,7:00,48879,194.00
25200.00,7:00,48880,118.00
25200.00,7:00,48883,161.00
25200.00,7:00,48893,135.00
25200.00,7:00,48896,101.00
25200.00,7:00,48906,5.00
25200.00,7:00,48908,117.00
25200.00,7:00,48911,101.00
25200.00,7:00,48921,1.00
25200.00,7:00,48927,2.00
25200.00,7:00,48928,121.00
25200.00,7:00,48931,103.00
25200.00,7:00,48934,3.00
25200.00,7:00,48942,0.00
25200.00,7:00,48943,17.00
25200.00,7:00,48944,103.00
25200.00,7:00,48947,124.00
25200.00,7:00,48957,6.00
25200.00,7:00,48958,0.00
25200.00,7:00,48959,139.00
25200.00,7:00,48962,104.00
25200.00,7:00,48972,12.00
25200.00,7:00,48974,0.00
25200.00,7:00,48980,144.00
25200.00,7:00,48983,100.00
25200.00,7:00,48993,88.00
25200.00,7:00,48996,151.00
25200.00,7:00,49006,73.00
25200.00,7:00,49009,133.00
25200.00,7:00,49019,103.00
25200.00,7:00,49022,118.00
25200.00,7:00,49032,12.00
25200.00,7:00,49036,4.00
25200.00,7:00,49037,157.00
25200.00,7:00,49040,110.00
25200.00,7:00,49050,12.00
25200.00,7:00,49054,3.00
25200.00,7:00,49055,168.00
25200.00,7:00,49058,113.00
25200.00,7:00,49069,13.00
25200.00,7:00,49070,2.00
25200.00,7:00,49076,182.00
25200.00,7:00,49079,116.00
25200.00,7:00,49089,6.00
25200.00,7:00,49091,195.00
25200.00,7:00,49094,115.00
25200.00,7:00,49104,1.00
25200.00,7:00,49116,193.00
25200.00,7:00,49119,116.00
25200.00,7:00,49122,0.00
25200.00,7:00,49124,0.00
25200.00,7:00,49125,193.00
25200.00,7:00,49128,116.00
25200.00,7:00,49131,191.00
25200.00,7:00,49134,0.00
25200.00,7:00,49135,0.00
25200.00,7:00,49141,117.00
25200.00,7:00,49156,194.00
25200.00,7:00,49160,17.00
25200.00,7:00,49163,28.00
25200.00,7:00,49164,28.00
25200.00,7:00,49167,263.00
25200.00,7:00,49170,359.00
25200.00,7:00,49173,264.00
25200.00,7:00,49176,264.00
25200.00,7:00,49179,476.00
25200.00,7:00,49182,238.00
25200.00,7:00,49185,360.00
25200.00,7:00,49188,359.00
25200.00,7:00,49243,1.00
25200.00,7:00,49246,0.00
25200.00,7:00,49247,1.00
25200.00,7:00,49250,1.00
25200.00,7:00,49251,360.00
25200.00,7:00,49254,235.00
25200.00,7:00,49257,0.00
25200.00,7:00,49260,235.00
25200.00,7:00,49264,359.00
25200.00,7:00,49267,360.00
25200.00,7:00,49273,235.00
25200.00,7:00,49276,235.00
25200.00,7:00,49297,3.00
25200.00,7:00,49300,1.00
25200.00,7:00,49306,1.00
25200.00,7:00,49307,2.00
25200.00,7:00,49308,229.00
25200.00,7:00,49311,362.00
25200.00,7:00,49314,363.00
25200.00,7:00,49317,231.00
25200.00,7:00,49339,2.00
25200.00,7:00,49341,11.00
25200.00,7:00,49342,266.00
25200.00,7:00,49345,469.00
25200.00,7:00,49348,13.00
25200.00,7:00,49349,3.00
25200.00,7:00,49350,13.00
25200.00,7:00,49353,11.00
25200.00,7:00,49356,274.00
25200.00,7:00,49359,469.00
25200.00,7:00,49362,469.00
25200.00,7:00,49365,480.00
25200.00,7:00,49368,266.00
25200.00,7:00,49371,266.00
25200.00,7:00,49401,4.00
25200.00,7:00,49402,2.00
25200.00,7:00,49404,3.00
25200.00,7:00,49405,12.00
25200.00,7:00,49407,8.00
25200.00,7:00,49409,1.00
25200.00,7:00,49415,464.00
25200.00,7:00,49418,250.00
25200.00,7:00,49421,253.00
25200.00,7:00,49432,3.00
25200.00,7:00,49435,254.00
25200.00,7:00,49441,254.00
25200.00,7:00,49444,0.00
25200.00,7:00,49445,0.00
25200.00,7:00,49446,254.00
25200.00,7:00,49455,473.00
25200.00,7:00,49458,467.00
25200.00,7:00,49479,477.00
25200.00,7:00,49504,161.00
25200.00,7:00,49512,152.00
25200.00,7:00,49515,157.00
25200.00,7:00,49518,8.00
25200.00,7:00,49519,1.00
25200.00,7:00,49528,20.00
25200.00,7:00,49529,143.00
25200.00,7:00,49532,157.00
25200.00,7:00,49542,1.00
25200.00,7:00,49548,0.00
25200.00,7:00,49550,0.00
25200.00,7:00,49556,5.00
25200.00,7:00,49557,11.00
25200.00,7:00,49565,0.00
25200.00,7:00,49567,1.00
25200.00,7:00,49573,6.00
25200.00,7:00,49576,15.00
25200.00,7:00,49587,1.00
25200.00,7:00,49596,6.00
25200.00,7:00,49599,14.00
25200.00,7:00,49602,6.00
25200.00,7:00,49603,2.00
25200.00,7:00,49620,0.00
25200.00,7:00,49623,3.00
25200.00,7:00,49628,2.00
25200.00,7:00,49631,11.00
25200.00,7:00,49634,6.00
25200.00,7:00,49644,4.00
25200.00,7:00,49645,1.00
25200.00,7:00,49646,12.00
25200.00,7:00,49649,8.00
25200.00,7:00,49664,130.00
25200.00,7:00,49665,19.00
25200.00,7:00,49666,0.00
25200.00,7:00,49668,2.00
25200.00,7:00,49669,6.00
25200.00,7:00,49670,11.00
25200.00,7:00,49678,66.00
25200.00,7:00,49681,136.00
25200.00,7:00,49703,0.00
25200.00,7:00,49731,120.00
25200.00,7:00,49732,82.00
25200.00,7:00,49734,3.00
25200.00,7:00,49735,0.00
25200.00,7:00,49736,74.00
25200.00,7:00,49739,141.00
25200.00,7:00,49753,1.00
25200.00,7:00,49754,141.00
25200.00,7:00,49757,78.00
25200.00,7:00,49767,0.00
25200.00,7:00,49780,0.00
25200.00,7:00,49781,0.00
25200.00,7:00,49796,30.00
25200.00,7:00,49799,28.00
25200.00,7:00,49802,0.00
25200.00,7:00,49803,0.00
25200.00,7:00,49811,1.00
25200.00,7:00,49812,4.00
25200.00,7:00,49813,71.00
25200.00,7:00,49816,132.00
25200.00,7:00,49826,0.00
25200.00,7:00,49827,0.00
25200.00,7:00,49835,0.00
25200.00,7:00,49836,0.00
25200.00,7:00,49837,68.00
25200.00,7:00,49840,132.00
25200.00,7:00,49854,0.00
25200.00,7:00,49857,0.00
25200.00,7:00,49858,67.00
25200.00,7:00,49861,132.00
25200.00,7:00,49872,1.00
25200.00,7:00,49875,0.00
25200.00,7:00,49881,67.00
25200.00,7:00,49884,132.00
25200.00,7:00,49887,0.00
25200.00,7:00,49888,1.00
25200.00,7:00,49903,61.00
25200.00,7:00,49904,60.00
25200.00,7:00,49905,76.00
25200.00,7:00,49908,73.00
25200.00,7:00,49918,1.00
25200.00,7:00,49919,0.00
25200.00,7:00,49920,65.00
25200.00,7:00,49923,61.00
25200.00,7:00,49933,0.00
25200.00,7:00,49934,0.00
25200.00,7:00,49935,64.00
25200.00,7:00,49938,60.00
25200.00,7:00,49948,58.00
25200.00,7:00,49951,105.00
25200.00,7:00,49961,0.00
25200.00,7:00,49965,0.00
25200.00,7:00,49966,58.00
25200.00,7:00,49969,43.00
25200.00,7:00,49979,0.00
25200.00,7:00,49983,0.00
25200.00,7:00,49984,41.00
25200.00,7:00,49987,59.00
25200.00,7:00,49997,47.00
25200.00,7:00,49998,27.00
25200.00,7:00,50000,0.00
25200.00,7:00,50003,0.00
25200.00,7:00,50004,49.00
25200.00,7:00,50007,27.00
25200.00,7:00,50017,114.00
25200.00,7:00,50018,43.00
25200.00,7:00,50027,85.00
25200.00,7:00,50038,29.00
25200.00,7:00,50041,20.00
25200.00,7:00,50049,47.00
25200.00,7:00,50066,0.00
25200.00,7:00,50069,56.00
25200.00,7:00,50073,57.00
25200.00,7:00,50074,0.00
25200.00,7:00,50077,22.00
25200.00,7:00,50087,23.00
25200.00,7:00,50093,0.00
25200.00,7:00,50097,1.00
25200.00,7:00,50098,7.00
25200.00,7:00,50101,4.00
25200.00,7:00,50112,1.00
25200.00,7:00,50116,0.00
25200.00,7:00,50119,7.00
25200.00,7:00,50122,3.00
25200.00,7:00,50133,1.00
25200.00,7:00,50136,1.00
25200.00,7:00,50137,5.00
25200.00,7:00,50140,4.00
25200.00,7:00,50143,2.00
25200.00,7:00,50144,1.00
25200.00,7:00,50161,1.00
25200.00,7:00,50170,80.00
25200.00,7:00,50173,79.00
25200.00,7:00,50177,0.00
25200.00,7:00,50180,1.00
25200.00,7:00,50187,78.00
25200.00,7:00,50194,1.00
25200.00,7:00,50199,74.00
25200.00,7:00,50207,0.00
25200.00,7:00,50210,0.00
25200.00,7:00,50211,71.00
25200.00,7:00,50214,75.00
25200.00,7:00,50224,0.00
25200.00,7:00,50228,0.00
25200.00,7:00,50229,73.00
25200.00,7:00,50232,70.00
25200.00,7:00,50242,89.00
25200.00,7:00,50245,71.00
25200.00,7:00,50248,0.00
25200.00,7:00,50250,1.00
25200.00,7:00,50273,2.00
25200.00,7:00,50274,0.00
25200.00,7:00,50275,87.00
25200.00,7:00,50278,68.00
25200.00,7:00,50294,68.00
25200.00,7:00,50298,0.00
25200.00,7:00,50301,0.00
25200.00,7:00,50302,87.00
25200.00,7:00,50305,68.00
25200.00,7:00,50315,70.00
25200.00,7:00,50322,0.00
25200.00,7:00,50323,0.00
25200.00,7:00,50329,89.00
25200.00,7:00,50332,70.00
25200.00,7:00,50338,89.00
25200.00,7:00,50341,89.00
25200.00,7:00,50351,0.00
25200.00,7:00,50353,0.00
25200.00,7:00,50354,89.00
25200.00,7:00,50357,70.00
25200.00,7:00,50373,89.00
25200.00,7:00,50376,89.00
25200.00,7:00,50379,69.00
25200.00,7:00,50385,68.00
25200.00,7:00,50388,91.00
25200.00,7:00,50391,93.00
25200.00,7:00,50400,68.00
25200.00,7:00,50409,0.00
25200.00,7:00,50416,0.00
25200.00,7:00,50419,0.00
25200.00,7:00,50420,0.00
25200.00,7:00,50426,92.00
25200.00,7:00,50429,66.00
25200.00,7:00,50446,0.00
25200.00,7:00,50450,0.00
25200.00,7:00,50453,68.00
25200.00,7:00,50456,95.00
25200.00,7:00,50466,30.00
25200.00,7:00,50467,36.00
25200.00,7:00,50478,7.00
25200.00,7:00,50486,0.00
25200.00,7:00,50498,0.00
25200.00,7:00,50507,34.00
25200.00,7:00,50517,0.00
25200.00,7:00,50521,0.00
25200.00,7:00,50522,39.00
25200.00,7:00,50525,31.00
25200.00,7:00,50538,0.00
25200.00,7:00,50539,4.00
25200.00,7:00,50545,42.00
25200.00,7:00,50546,30.00
25200.00,7:00,50554,1.00
25200.00,7:00,50556,41.00
25200.00,7:00,50565,0.00
25200.00,7:00,50575,27.00
25200.00,7:00,50577,0.00
25200.00,7:00,50579,3.00
25200.00,7:00,50586,45.00
25200.00,7:00,50587,27.00
25200.00,7:00,50698,16.00
25200.00,7:00,50703,7.00
25200.00,7:00,50719,20.00
25200.00,7:00,50722,19.00
25200.00,7:00,50731,2.00
25200.00,7:00,50747,10.00
25200.00,7:00,50750,36.00
25200.00,7:00,50758,29.00
25200.00,7:00,50761,48.00
25200.00,7:00,50772,21.00
25200.00,7:00,50775,8.00
25200.00,7:00,50781,324.00
25200.00,7:00,50784,487.00
25200.00,7:00,50790,563.00
25200.00,7:00,50801,140.00
25200.00,7:00,50857,228.00
25200.00,7:00,50863,232.00
25200.00,7:00,50866,365.00
25200.00,7:00,50872,368.00
25200.00,7:00,50875,68.00
25200.00,7:00,50878,130.00
25200.00,7:00,50881,82.00
25200.00,7:00,50884,140.00
25200.00,7:00,50887,4.00
25200.00,7:00,50888,2.00
25200.00,7:00,50895,140.00
25200.00,7:00,50898,70.00
25200.00,7:00,50908,89.00
25200.00,7:00,50911,112.00
25200.00,7:00,50914,18.00
25200.00,7:00,50917,9.00
25200.00,7:00,50920,3.00
25200.00,7:00,50922,6.00
25200.00,7:00,50933,73.00
25200.00,7:00,50939,72.00
25200.00,7:00,50942,73.00
25200.00,7:00,50945,70.00
25200.00,7:00,50948,2.00
25200.00,7:00,50950,0.00
25200.00,7:00,50958,25.00
25200.00,7:00,50961,20.00
25200.00,7:00,50964,0.00
25200.00,7:00,50965,0.00
25200.00,7:00,50966,70.00
25200.00,7:00,50969,77.00
25200.00,7:00,50979,0.00
25200.00,7:00,50980,6.00
25200.00,7:00,50981,64.00
25200.00,7:00,50984,77.00
25200.00,7:00,50994,0.00
25200.00,7:00,51000,0.00
25200.00,7:00,51001,0.00
25200.00,7:00,51015,0.00
25200.00,7:00,51021,24.00
25200.00,7:00,51024,22.00
25200.00,7:00,51027,35.00
25200.00,7:00,51030,36.00
25200.00,7:00,51036,0.00
25200.00,7:00,51039,0.00
25200.00,7:00,51048,0.00
25200.00,7:00,51051,7.00
25200.00,7:00,51054,9.00
25200.00,7:00,51066,21.00
25200.00,7:00,51069,27.00
25200.00,7:00,51072,29.00
25200.00,7:00,51075,9.00
25200.00,7:00,51082,37.00
25200.00,7:00,51085,84.00
25200.00,7:00,51088,40.00
25200.00,7:00,51091,23.00
25200.00,7:00,51101,28.00
25200.00,7:00,51104,24.00
25200.00,7:00,51111,20.00
25200.00,7:00,51114,54.00
25200.00,7:00,51119,18.00
25200.00,7:00,51122,62.00
25200.00,7:00,51139,15.00
25200.00,7:00,51142,15.00
25200.00,7:00,51151,0.00
25200.00,7:00,51154,0.00
25200.00,7:00,51160,60.00
25200.00,7:00,51163,76.00
25200.00,7:00,51166,67.00
25200.00,7:00,51169,37.00
25200.00,7:00,51177,6.00
25200.00,7:00,51180,10.00
25200.00,7:00,51187,7.00
25200.00,7:00,51190,20.00
25200.00,7:00,51196,118.00
25200.00,7:00,51199,270.00
25200.00,7:00,51202,15.00
25200.00,7:00,51203,15.00
25200.00,7:00,51211,15.00
25200.00,7:00,51214,15.00
25200.00,7:00,51221,29.00
25200.00,7:00,51224,39.00
25200.00,7:00,51231,6.00
25200.00,7:00,51234,53.00
25200.00,7:00,51242,15.00
25200.00,7:00,51245,17.00
25200.00,7:00,51250,1.00
25200.00,7:00,51251,9.00
25200.00,7:00,51259,1.00
25200.00,7:00,51262,9.00
25200.00,7:00,51270,1.00
25200.00,7:00,51273,4.00
25200.00,7:00,51280,6.00
25200.00,7:00,51283,1.00
25200.00,7:00,51286,3.00
25200.00,7:00,51289,0.00
25200.00,7:00,51298,5.00
25200.00,7:00,51301,5.00
25200.00,7:00,51308,1.00
25200.00,7:00,51311,5.00
25200.00,7:00,51318,0.00
25200.00,7:00,51321,0.00
25200.00,7:00,51328,75.00
25200.00,7:00,51331,136.00
25200.00,7:00,51334,0.00
25200.00,7:00,51343,0.00
25200.00,7:00,51355,3.00
25200.00,7:00,51358,6.00
25200.00,7:00,51365,3.00
25200.00,7:00,51368,24.00
25200.00,7:00,51375,0.00
25200.00,7:00,51381,0.00
25200.00,7:00,51384,2.00
25200.00,7:00,51392,1.00
25200.00,7:00,51395,0.00
25200.00,7:00,51402,2.00
25200.00,7:00,51405,0.00
25200.00,7:00,51412,0.00
25200.00,7:00,51415,0.00
25200.00,7:00,51419,70.00
25200.00,7:00,51428,0.00
25200.00,7:00,51431,6.00
25200.00,7:00,51438,9.00
25200.00,7:00,51441,7.00
25200.00,7:00,51444,0.00
25200.00,7:00,51445,2.00
25200.00,7:00,51453,2.00
25200.00,7:00,51456,0.00
25200.00,7:00,51464,2.00
25200.00,7:00,51467,1.00
25200.00,7:00,51470,0.00
25200.00,7:00,51471,0.00
25200.00,7:00,51482,44.00
25200.00,7:00,51485,28.00
25200.00,7:00,51488,0.00
25200.00,7:00,51489,2.00
25200.00,7:00,51497,2.00
25200.00,7:00,51500,0.00
25200.00,7:00,51574,177.00
25200.00,7:00,51690,0.00
25200.00,7:00,51693,1.00
25200.00,7:00,51696,14.00
25200.00,7:00,51699,6.00
25200.00,7:00,51746,102.00
25200.00,7:00,51749,95.00
25200.00,7:00,52451,104.00
25200.00,7:00,52454,81.00
25200.00,7:00,52458,5.00
25200.00,7:00,52459,0.00
25200.00,7:00,52470,106.00
25200.00,7:00,52473,86.00
25200.00,7:00,52476,4.00
25200.00,7:00,52477,1.00
25200.00,7:00,52620,120.00
25200.00,7:00,52623,89.00
25200.00,7:00,52626,89.00
25200.00,7:00,52629,120.00
25200.00,7:00,52666,5.00
25200.00,7:00,52669,3.00
25200.00,7:00,52687,73.00
25200.00,7:00,52695,75.00
25200.00,7:00,52715,1.00
25200.00,7:00,52718,16.00
25200.00,7:00,52721,71.00
25200.00,7:00,52724,76.00
25200.00,7:00,52758,16.00
25200.00,7:00,52761,1.00
25200.00,7:00,52769,1.00
25200.00,7:00,52772,15.00
25200.00,7:00,52780,1.00
25200.00,7:00,52783,15.00
25200.00,7:00,52794,21.00
25200.00,7:00,52797,11.00
25200.00,7:00,52841,6.00
25200.00,7:00,52844,8.00
25200.00,7:00,53060,27.00
25200.00,7:00,53063,31.00
25200.00,7:00,53565,0.00
25200.00,7:00,53566,0.00
25200.00,7:00,53833,32.00
25200.00,7:00,53834,61.00
25200.00,7:00,53835,148.00
25200.00,7:00,53847,19.00
25200.00,7:00,53848,20.00
25200.00,7:00,53849,178.00
25200.00,7:00,53856,133.00
25200.00,7:00,53859,16.00
25200.00,7:00,53860,24.00
25200.00,7:00,53873,50.00
25200.00,7:00,53876,32.00
25200.00,7:00,53877,38.00
25200.00,7:00,53882,7.00
25200.00,7:00,53883,58.00
28800.00,8:00,43396,51.00
28800.00,8:00,43408,45.00
28800.00,8:00,43411,77.00
28800.00,8:00,43414,48.00
28800.00,8:00,43417,73.00
28800.00,8:00,43421,72.00
28800.00,8:00,43424,61.00
28800.00,8:00,43427,84.00
28800.00,8:00,43430,56.00
28800.00,8:00,43433,51.00
28800.00,8:00,43436,109.00
28800.00,8:00,43439,56.00
28800.00,8:00,43442,75.00
28800.00,8:00,43445,58.00
28800.00,8:00,43448,44.00
28800.00,8:00,43451,33.00
28800.00,8:00,43454,98.00
28800.00,8:00,43457,44.00
28800.00,8:00,43460,125.00
28800.00,8:00,43463,32.00
28800.00,8:00,43466,211.00
28800.00,8:00,43469,38.00
28800.00,8:00,43472,29.00
28800.00,8:00,43475,31.00
28800.00,8:00,43481,27.00
28800.00,8:00,43482,35.00
28800.00,8:00,43483,60.00
28800.00,8:00,43486,48.00
28800.00,8:00,43489,30.00
28800.00,8:00,43492,83.00
28800.00,8:00,43495,65.00
28800.00,8:00,43496,30.00
28800.00,8:00,43497,5.00
28800.00,8:00,43500,21.00
28800.00,8:00,43503,9.00
28800.00,8:00,43506,26.00
28800.00,8:00,43512,23.00
28800.00,8:00,43515,8.00
28800.00,8:00,43518,14.00
28800.00,8:00,43521,8.00
28800.00,8:00,43524,16.00
28800.00,8:00,43527,19.00
28800.00,8:00,43530,7.00
28800.00,8:00,43533,12.00
28800.00,8:00,43536,17.00
28800.00,8:00,43539,11.00
28800.00,8:00,43542,20.00
28800.00,8:00,43545,87.00
28800.00,8:00,43548,20.00
28800.00,8:00,43551,23.00
28800.00,8:00,43552,7.00
28800.00,8:00,43553,21.00
28800.00,8:00,43556,15.00
28800.00,8:00,43559,10.00
28800.00,8:00,43562,12.00
28800.00,8:00,43565,7.00
28800.00,8:00,43566,35.00
28800.00,8:00,43567,13.00
28800.00,8:00,43570,9.00
28800.00,8:00,43573,33.00
28800.00,8:00,43576,30.00
28800.00,8:00,43579,17.00
28800.00,8:00,43580,40.00
28800.00,8:00,43581,24.00
28800.00,8:00,43584,34.00
28800.00,8:00,43587,23.00
28800.00,8:00,43588,12.00
28800.00,8:00,43589,11.00
28800.00,8:00,43590,30.00
28800.00,8:00,43591,18.00
28800.00,8:00,43594,13.00
28800.00,8:00,43597,21.00
28800.00,8:00,43600,30.00
28800.00,8:00,43603,5.00
28800.00,8:00,43604,30.00
28800.00,8:00,43605,12.00
28800.00,8:00,43608,5.00
28800.00,8:00,43611,5.00
28800.00,8:00,43614,4.00
28800.00,8:00,43617,1.00
28800.00,8:00,43618,43.00
28800.00,8:00,43619,6.00
28800.00,8:00,43622,8.00
28800.00,8:00,43625,19.00
28800.00,8:00,43628,10.00
28800.00,8:00,43631,14.00
28800.00,8:00,43632,33.00
28800.00,8:00,43633,15.00
28800.00,8:00,43636,12.00
28800.00,8:00,43639,48.00
28800.00,8:00,43642,11.00
28800.00,8:00,43645,38.00
28800.00,8:00,43648,22.00
28800.00,8:00,43652,9.00
28800.00,8:00,43654,5.00
28800.00,8:00,43655,8.00
28800.00,8:00,43658,14.00
28800.00,8:00,43661,7.00
28800.00,8:00,43664,6.00
28800.00,8:00,43674,72.00
28800.00,8:00,43675,21.00
28800.00,8:00,43676,130.00
28800.00,8:00,43679,71.00
28800.00,8:00,43759,195.00
28800.00,8:00,43760,359.00
28800.00,8:00,43761,271.00
28800.00,8:00,43764,273.00
28800.00,8:00,43767,163.00
28800.00,8:00,43770,163.00
28800.00,8:00,43773,163.00
28800.00,8:00,43776,250.00
28800.00,8:00,43779,40.00
28800.00,8:00,43825,13.00
28800.00,8:00,43826,40.00
28800.00,8:00,43827,9.00
28800.00,8:00,43830,5.00
28800.00,8:00,43833,13.00
28800.00,8:00,43836,30.00
28800.00,8:00,43839,55.00
28800.00,8:00,43842,25.00
28800.00,8:00,43845,43.00
28800.00,8:00,43848,17.00
28800.00,8:00,43851,28.00
28800.00,8:00,43860,17.00
28800.00,8:00,43861,12.00
28800.00,8:00,43862,243.00
28800.00,8:00,43865,166.00
28800.00,8:00,43868,0.00
28800.00,8:00,43869,0.00
28800.00,8:00,43870,15.00
28800.00,8:00,43873,8.00
28800.00,8:00,43896,29.00
28800.00,8:00,43897,54.00
28800.00,8:00,43898,32.00
28800.00,8:00,43899,34.00
28800.00,8:00,43900,59.00
28800.00,8:00,43902,33.00
28800.00,8:00,43905,59.00
28800.00,8:00,43922,61.00
28800.00,8:00,43936,27.00
28800.00,8:00,43937,20.00
28800.00,8:00,43938,180.00
28800.00,8:00,43941,286.00
28800.00,8:00,43958,309.00
28800.00,8:00,43961,199.00
28800.00,8:00,43964,23.00
28800.00,8:00,43965,18.00
28800.00,8:00,43980,17.00
28800.00,8:00,43983,31.00
28800.00,8:00,43999,215.00
28800.00,8:00,44002,371.00
28800.00,8:00,44106,26.00
28800.00,8:00,44109,7.00
28800.00,8:00,44115,28.00
28800.00,8:00,44118,272.00
28800.00,8:00,44121,388.00
28800.00,8:00,44172,40.00
28800.00,8:00,44175,52.00
28800.00,8:00,44178,290.00
28800.00,8:00,44181,411.00
28800.00,8:00,44197,14.00
28800.00,8:00,44198,26.00
28800.00,8:00,44199,53.00
28800.00,8:00,44202,48.00
28800.00,8:00,44205,319.00
28800.00,8:00,44208,390.00
28800.00,8:00,44231,44.00
28800.00,8:00,44232,127.00
28800.00,8:00,44241,18.00
28800.00,8:00,44242,24.00
28800.00,8:00,44243,9.00
28800.00,8:00,44246,23.00
28800.00,8:00,44271,91.00
28800.00,8:00,44272,89.00
28800.00,8:00,44275,43.00
28800.00,8:00,44294,48.00
28800.00,8:00,44297,21.00
28800.00,8:00,44298,3.00
28800.00,8:00,44299,61.00
28800.00,8:00,44302,85.00
28800.00,8:00,44312,85.00
28800.00,8:00,44315,104.00
28800.00,8:00,44318,16.00
28800.00,8:00,44319,22.00
28800.00,8:00,44327,89.00
28800.00,8:00,44333,51.00
28800.00,8:00,44334,179.00
28800.00,8:00,44335,78.00
28800.00,8:00,44338,99.00
28800.00,8:00,44341,139.00
28800.00,8:00,44344,115.00
28800.00,8:00,44369,213.00
28800.00,8:00,44380,78.00
28800.00,8:00,44385,5.00
28800.00,8:00,44386,8.00
28800.00,8:00,44391,127.00
28800.00,8:00,44394,127.00
28800.00,8:00,44398,48.00
28800.00,8:00,44399,115.00
28800.00,8:00,44411,33.00
28800.00,8:00,44414,21.00
28800.00,8:00,44415,71.00
28800.00,8:00,44418,36.00
28800.00,8:00,44430,69.00
28800.00,8:00,44433,30.00
28800.00,8:00,44436,25.00
28800.00,8:00,44439,46.00
28800.00,8:00,44449,98.00
28800.00,8:00,44452,78.00
28800.00,8:00,44463,20.00
28800.00,8:00,44464,10.00
28800.00,8:00,44468,85.00
28800.00,8:00,44471,55.00
28800.00,8:00,44474,55.00
28800.00,8:00,44478,15.00
28800.00,8:00,44479,1.00
28800.00,8:00,44495,12.00
28800.00,8:00,44498,31.00
28800.00,8:00,44501,7.00
28800.00,8:00,44502,9.00
28800.00,8:00,44503,19.00
28800.00,8:00,44504,3.00
28800.00,8:00,44518,39.00
28800.00,8:00,44521,13.00
28800.00,8:00,44524,4.00
28800.00,8:00,44525,27.00
28800.00,8:00,44533,16.00
28800.00,8:00,44536,63.00
28800.00,8:00,44539,7.00
28800.00,8:00,44540,25.00
28800.00,8:00,44548,5.00
28800.00,8:00,44549,5.00
28800.00,8:00,44550,55.00
28800.00,8:00,44553,84.00
28800.00,8:00,44564,2.00
28800.00,8:00,44566,0.00
28800.00,8:00,44572,52.00
28800.00,8:00,44575,82.00
28800.00,8:00,44585,52.00
28800.00,8:00,44588,77.00
28800.00,8:00,44591,1.00
28800.00,8:00,44592,2.00
28800.00,8:00,44601,45.00
28800.00,8:00,44602,73.00
28800.00,8:00,44603,5.00
28800.00,8:00,44604,5.00
28800.00,8:00,44613,1.00
28800.00,8:00,44614,4.00
28800.00,8:00,44615,72.00
28800.00,8:00,44618,48.00
28800.00,8:00,44628,65.00
28800.00,8:00,44631,44.00
28800.00,8:00,44634,0.00
28800.00,8:00,44635,3.00
28800.00,8:00,44636,0.00
28800.00,8:00,44637,4.00
28800.00,8:00,44653,39.00
28800.00,8:00,44654,66.00
28800.00,8:00,44655,56.00
28800.00,8:00,44658,46.00
28800.00,8:00,44661,23.00
28800.00,8:00,44662,26.00
28800.00,8:00,44670,56.00
28800.00,8:00,44673,38.00
28800.00,8:00,44676,0.00
28800.00,8:00,44677,0.00
28800.00,8:00,44686,0.00
28800.00,8:00,44687,0.00
28800.00,8:00,44695,66.00
28800.00,8:00,44698,45.00
28800.00,8:00,44712,25.00
28800.00,8:00,44713,35.00
28800.00,8:00,44714,22.00
28800.00,8:00,44715,13.00
28800.00,8:00,44731,3.00
28800.00,8:00,44732,2.00
28800.00,8:00,44733,33.00
28800.00,8:00,44736,28.00
28800.00,8:00,44747,0.00
28800.00,8:00,44748,0.00
28800.00,8:00,44749,33.00
28800.00,8:00,44752,25.00
28800.00,8:00,44763,15.00
28800.00,8:00,44778,14.00
28800.00,8:00,44781,18.00
28800.00,8:00,44784,0.00
28800.00,8:00,44785,0.00
28800.00,8:00,44793,0.00
28800.00,8:00,44794,0.00
28800.00,8:00,44801,14.00
28800.00,8:00,44804,19.00
28800.00,8:00,44815,13.00
28800.00,8:00,44818,18.00
28800.00,8:00,44821,0.00
28800.00,8:00,44822,0.00
28800.00,8:00,44831,7.00
28800.00,8:00,44833,15.00
28800.00,8:00,44836,18.00
28800.00,8:00,44849,0.00
28800.00,8:00,44850,9.00
28800.00,8:00,44870,9.00
28800.00,8:00,44871,9.00
28800.00,8:00,44874,0.00
28800.00,8:00,44887,9.00
28800.00,8:00,44888,9.00
28800.00,8:00,44892,0.00
28800.00,8:00,44893,9.00
28800.00,8:00,44896,8.00
28800.00,8:00,44907,9.00
28800.00,8:00,44910,8.00
28800.00,8:00,44913,0.00
28800.00,8:00,44924,0.00
28800.00,8:00,44925,9.00
28800.00,8:00,44940,12.00
28800.00,8:00,44951,1.00
28800.00,8:00,44952,17.00
28800.00,8:00,44961,0.00
28800.00,8:00,44983,37.00
28800.00,8:00,44984,23.00
28800.00,8:00,44986,27.00
28800.00,8:00,44987,28.00
28800.00,8:00,45001,0.00
28800.00,8:00,45004,25.00
28800.00,8:00,45005,24.00
